key,job_role,job_title,company_name,skills,job_type,location,experience
1,Data Engineer,Data Engineer,Synechron Technologies Private Limited,"Data Engineer,Python,Scala,Sql",Full time,"Delhi, Kolkata",5-8 Years
2,Data Engineer,Data Engineer,Synechron Technologies Private Limited,"Data Engineer,Python,Scala,Sql",Full time,"Bengaluru / Bangalore, Pune",5-8 Years
3,Data Engineer,Consultant -Data Engineer,Company name confidential,Data Engineer,Full time,Chennai,5-9 Years
4,Data Engineer,AWS Data Engineer,LTIMindtree Limited,"Talend,AWS",Full time,Kolkata,5-8 Years
5,Data Engineer,Azure Data Engineer,LTIMindtree Limited,"Azure Datafactory,Azure Databricks",Full time,"Bengaluru / Bangalore, Chennai",5-10 Years
6,Data Engineer,GCP Data Engineer,LTIMindtree Limited,"Gcp,BigQuery,Python",Full time,"Mumbai, Pune",3-13 Years
7,Data Engineer,GCP Data Engineer,LTIMindtree Limited,"Gcp,BigQuery,Python",Full time,"Indore, Nagpur",3-13 Years
8,Data Engineer,Data Engineer - OACS,LTIMindtree Limited,"OACS,OAC,OAS",Full time,Mumbai,3-8 Years
9,Data Engineer,GCP Data Engineer,LTIMindtree Limited,"Gcp,BigQuery,Python",Full time,"Chennai, Delhi",3-13 Years
10,Data Engineer,"Data Engineer(Pyspark,AWS)",Venpa Staffing Services India Private Limited,"Pyspark,aws",Full time,Chennai,8-13 Years
11,Data Analyst,Data Quality Analyst,Synechron Technologies Private Limited,"Data Quality Analyst,Data Quality,Data Management",Full time,"Delhi, Kolkata",5-7 Years
12,Data Analyst,Data Quality Analyst,Synechron Technologies Private Limited,"Data Quality Analyst,Data Quality,Data Management",Full time,"Bengaluru / Bangalore, Pune",5-7 Years
13,Data Analyst,Data Services - Lead Analyst,Mphasis,"Insurance,Ms Office Suite,Interpersonal Skills",Full time,"Pune, India",3-5 Years
14,Data Analyst,DATA ANALYST INTERNSHIP AT PUNE,Maxgen Technologies Private Limited,"Internship,Live Projects,B - Tech,Bca,Academic Projects",Full time,"Pune, Nanded",Fresher
15,Data Analyst,Data Analyst Required,Roundworld Immigration Private Limited,"Data Analyst,Reporting Analyst,MIS Analyst","International, Full time",Canada,2-7 Years
16,Data Analyst,Data Mining Analyst,Make Visions Outsourcing Private Limited,Data Mining,Full time,Ahmedabad,1-5 Years
17,Data Analyst,Data Analyst | Business Analyst | Fresher IT Job - Fresher Can Apply,Structured Learning Assistance Consultants India Private Limited,"Data Analyst,Reporting Analyst,Mis Executive",Full time,"Delhi, Noida",0-5 Years
18,Data Analyst,Data Mining Analyst,Make Visions Outsourcing Private Limited,Data Mining Analyst,Full time,Ahmedabad,0-1 Years
19,Data Analyst,"Data Domain Architect Analyst - Data Annotation, Finance",Chase Bank,"Data Collection,f-score,data annotation",Full time,"Bengaluru / Bangalore, India",2-5 Years
20,Data Analyst,"TECHNICAL ANALYST (MSTR, data modelling)",Coforge,"data sources,Command Manager,self-service analytics",Full time,"Nagar, India",3-4 Years
21,Data Architect,Data Architect,Synechron Technologies Private Limited,"Data Architect,Solution Architecture,Python",Full time,"Delhi, Kolkata",10-13 Years
22,Data Architect,Data Architect,Synechron Technologies Private Limited,"Data Architect,Solution Architecture,Python",Full time,"Bengaluru / Bangalore, Pune",10-13 Years
23,Data Architect,GCP Data Architect,Tata Group,"Google BigQuery,Gcp,AWS,Big Data,Cloud",Full time,"Bengaluru / Bangalore, India",10-15 Years
24,Data Architect,Azure Data Architect,Tata Group,"Security,applicationsretirement,delivery of solutions",Full time,"Ahmedabad, India",4-7 Years
25,Data Architect,Senior Principal Consultant - Databricks Platform + Data Architect,Genpact,"Security,dbt,rbac,delta lake,oidc,data processing systems",Full time,Jaipur,0-2 Years
26,Data Architect,Data architect,Company name confidential,Working experience in Data migration and conversions. Working Experience on SQL server and SQL server Scripts,"Contract Job, Part time",Other India,7-10 Years
27,Data Architect,"Data Domain Architect Analyst - Data Annotation, Finance",Chase Bank,"Data Collection,f-score,data annotation",Full time,"Bengaluru / Bangalore, India",2-5 Years
28,Data Architect,"Data & Information Architect - PL-SQL, ETL , OAS or ODI , Data Modelling",Baker Hughes,"PL- SQL,OAS,Etl,Oracle BI,Rally,Jira",Full time,"Mumbai, India",5-7 Years
29,Data Architect,"Data Domain Architect Analyst - Data Annotation, Finance",Chase Bank,"Data Collection,f-score,data annotation",Full time,"Bengaluru / Bangalore, India",2-5 Years
